date,sheet,item,verdict,note
2026-08-29,variants.csv,sulphide / sulfide,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,molt / moult,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,kiley / kylie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,centralisation / centralization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,furore / furor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,phantasy / fantasy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,brier / briar,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,moolah / mullah,unrelated,money vs a Muslim cleric; unrelated
2026-08-29,variants.csv,britches / breeches,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,softie / softy,unrelated,not a spelling pair
2026-08-29,variants.csv,weeb / weeaboo,unrelated,not a spelling pair
2026-08-29,variants.csv,cassino / casino,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,partizan / partisan,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,glamor / glamour,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,tabu / taboo,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gelatine / gelatin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gramma / grama,unrelated,not a spelling pair
2026-08-29,variants.csv,apse / apsis,unrelated,not a spelling pair
2026-08-29,variants.csv,punky / punkie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sentience / sentence,unrelated,not a spelling pair
2026-08-29,variants.csv,antic / antique,unrelated,not a spelling pair
2026-08-29,variants.csv,tare / tara,unrelated,not a spelling pair
2026-08-29,variants.csv,eyeglass / eyeglasses,plural,"one side is a plural of the other, not a spelling variant"
2026-08-29,variants.csv,rigger / outrigger,unrelated,not a spelling pair
2026-08-29,variants.csv,bandanna / bandana,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ratan / rattan,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,herm / hermaphrodite,unrelated,not a spelling pair
2026-08-29,variants.csv,orthopaedics / orthopedics,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,atar / attar,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ern / erne,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,micrometer / micrometre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,beano / bingo,unrelated,not a spelling pair
2026-08-29,variants.csv,normalisation / normalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,schtick / shtick,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,meany / meanie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,handmaiden / handmaid,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,telfer / telpher,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,palaeontology / paleontology,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mudder / mother,unrelated,not a spelling pair
2026-08-29,variants.csv,scull / skull,unrelated,not a spelling pair
2026-08-29,variants.csv,synchronisation / synchronization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,swathe / swath,unrelated,not a spelling pair
2026-08-29,variants.csv,arak / arrack,unrelated,not a spelling pair
2026-08-29,variants.csv,caulk / calk,unrelated,not a spelling pair
2026-08-29,variants.csv,thruway / throughway,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,lense / lens,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,fount / font,unrelated,not a spelling pair
2026-08-29,variants.csv,haemoglobin / hemoglobin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,maharajah / maharaja,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mollusk / mollusc,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,consignor / consigner,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sett / set,unrelated,not a spelling pair
2026-08-29,variants.csv,manilla / manila,unrelated,not a spelling pair
2026-08-29,variants.csv,challis / chalice,unrelated,not a spelling pair
2026-08-29,variants.csv,waggoner / wagoner,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,lats / lat,plural,lats is the plural of the muscle sense
2026-08-29,variants.csv,categorisation / categorization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,umma / ummah,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,nuna / noona,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,soh / so,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,blather / bladder,unrelated,not a spelling pair
2026-08-29,variants.csv,paediatrician / pediatrician,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,democratisation / democratization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ulama / ulema,unrelated,not a spelling pair
2026-08-29,variants.csv,synesthesia / synaesthesia,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,dolor / dolour,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,bootie / bootee,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,fug / fuck,unrelated,not a spelling pair
2026-08-29,variants.csv,diam / diameter,unrelated,not a spelling pair
2026-08-29,variants.csv,racoon / raccoon,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,repellant / repellent,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,socialisation / socialization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hadji / hajji,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,anaesthetist / anesthetist,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,quire / choir,unrelated,not a spelling pair
2026-08-29,variants.csv,kail / kale,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hospitalisation / hospitalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,haft / heft,unrelated,not a spelling pair
2026-08-29,variants.csv,affaire / affair,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,misdemeanour / misdemeanor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,victimisation / victimization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,eonni / unnie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,khadi / khaddar,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pappa / papa,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gryphon / griffin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,lupine / lupin,unrelated,not a spelling pair
2026-08-29,variants.csv,misbehaviour / misbehavior,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mezcal / mescal,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,analyser / analyzer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,confectionary / confectionery,unrelated,not a spelling pair
2026-08-29,variants.csv,marginalisation / marginalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,digitisation / digitization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gilder / guilder,unrelated,not a spelling pair
2026-08-29,variants.csv,esthetics / aesthetics,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,transexual / transsexual,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gonorrhoea / gonorrhea,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,equalisation / equalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,worshiper / worshipper,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,brigantine / brigandine,unrelated,not a spelling pair
2026-08-29,variants.csv,encumbrance / incumbrance,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,marihuana / marijuana,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sunglass / sunglasses,plural,"one side is a plural of the other, not a spelling variant"
2026-08-29,variants.csv,criterium / criterion,unrelated,not a spelling pair
2026-08-29,variants.csv,aneurism / aneurysm,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,colouration / coloration,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,stabiliser / stabilizer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,aerie / eyrie,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,tipi / teepee,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,buncombe / bunkum,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pasteurization / pasteurisation,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,bourn / bourne,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,oedema / edema,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,carburettor / carburetor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,rozelle / roselle,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,lath / lat,unrelated,not a spelling pair
2026-08-29,variants.csv,rouble / ruble,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,internationalisation / internationalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,rancour / rancor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,succor / succour,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,salwar / shalwar,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,milliliter / millilitre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,hame / home,unrelated,not a spelling pair
2026-08-29,variants.csv,sympathiser / sympathizer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,septicaemia / septicemia,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,atheneum / athenaeum,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,peavey / peavy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tendonitis / tendinitis,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,boule / buhl,unrelated,not a spelling pair
2026-08-29,variants.csv,maser / mazer,unrelated,not a spelling pair
2026-08-29,variants.csv,hooman / human,unrelated,not a spelling pair
2026-08-29,variants.csv,palaeontologist / paleontologist,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tach / tachometer,unrelated,not a spelling pair
2026-08-29,variants.csv,demonetisation / demonetization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,kine / kinescope,unrelated,not a spelling pair
2026-08-29,variants.csv,gamedev / game,unrelated,"a compound clipping, not a spelling of ""game"""
2026-08-29,variants.csv,piquet / picket,unrelated,not a spelling pair
2026-08-29,variants.csv,tawney / tawny,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,baulk / balk,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,minimisation / minimization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,damascene / damson,unrelated,damascene metalwork vs the plum; unrelated
2026-08-29,variants.csv,flutist / flautist,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,saltpeter / saltpetre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,chukka / chukker,unrelated,not a spelling pair
2026-08-29,variants.csv,mumma / mama,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,waggon / wagon,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,riband / ribbon,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sylva / silva,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,derma / dermatologist,unrelated,not a spelling pair
2026-08-29,variants.csv,naturalisation / naturalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,kasbah / casbah,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,wog / polliwog,unrelated,not a spelling pair
2026-08-29,variants.csv,pendent / pendant,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,revitalisation / revitalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,decriminalisation / decriminalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mechanisation / mechanization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,carrell / carrel,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,cyclopedia / cyclopaedia,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,finalization / finalisation,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,disfavor / disfavour,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,discolouration / discoloration,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,loonie / loony,unrelated,not a spelling pair
2026-08-29,variants.csv,jailor / jailer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,salable / saleable,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,briony / bryony,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,goiter / goitre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,hullo / hello,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,carrel / carol,unrelated,a study desk and a song; not spellings of each other
2026-08-29,variants.csv,amuck / amok,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,macaroon / macaron,unrelated,not a spelling pair
2026-08-29,variants.csv,curtsy / curtsey,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,darter / daughter,unrelated,not a spelling pair
2026-08-29,variants.csv,syphon / siphon,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ocher / ochre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,whir / whirr,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,extraversion / extroversion,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,faery / fairy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,conveyer / conveyor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,criminalisation / criminalization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tepee / teepee,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,modeller / modeler,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hybridisation / hybridization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sonography / ultrasonography,unrelated,not a spelling pair
2026-08-29,variants.csv,guilder / gilder,unrelated,not a spelling pair
2026-08-29,variants.csv,cozier / cosier,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pavan / pavane,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,chaw / cha,unrelated,not a spelling pair
2026-08-29,variants.csv,saman / zaman,unrelated,not a spelling pair
2026-08-29,variants.csv,tiro / tyro,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,forbear / forebear,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,estrus / oestrus,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,floatation / flotation,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ionisation / ionization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ascendency / ascendancy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,lynchpin / linchpin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,archaeopteryx / archeopteryx,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tole / toll,unrelated,not a spelling pair
2026-08-29,variants.csv,jujutsu / jujitsu,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,jessamine / jasmine,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,fagot / faggot,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,merl / merle,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,khalif / caliph,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tatu / tattoo,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,khi / chi,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,soja / soya,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hypoglycaemia / hypoglycemia,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,confab / confabulation,unrelated,not a spelling pair
2026-08-29,variants.csv,baldrick / baldric,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,paramedical / paramedic,unrelated,adjective vs person; not a spelling pair
2026-08-29,variants.csv,monetisation / monetization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sepulcher / sepulchre,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,rubel / ruble,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,cooly / coolie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,flunky / flunkey,unrelated,not a spelling pair
2026-08-29,variants.csv,grannie / granny,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,decolonisation / decolonization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,caplin / capelin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,royster / roister,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,jemmy / jimmy,unrelated,not a spelling pair
2026-08-29,variants.csv,clime / climb,unrelated,not a spelling pair
2026-08-29,variants.csv,cocoanut / coconut,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,carrousel / carousel,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,womaniser / womanizer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,camelia / camellia,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,dramatisation / dramatization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,caftan / kaftan,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,abridgement / abridgment,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,kauri / cowrie,unrelated,not a spelling pair
2026-08-29,variants.csv,esthetician / aesthetician,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,burthen / burden,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,cooky / cookie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pallette / palette,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,stanch / staunch,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,virtu / vertu,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,baptistery / baptistry,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,amortisation / amortization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,missis / missus,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,canonisation / canonization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,dentine / dentin,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,spick / spic,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,inflator / inflater,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,charr / char,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,resister / resistor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,synthesiser / synthesizer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,largess / largesse,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,veldt / veld,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,coziness / cosiness,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,taira / tayra,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,manikin / mannequin,unrelated,not a spelling pair
2026-08-29,variants.csv,homoeopathy / homeopathy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mujahedin / mujahideen,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sherbert / sherbet,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,matzah / matzo,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,leveler / leveller,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,klick / click,unrelated,not a spelling pair
2026-08-29,variants.csv,goodby / goodbye,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,conk / conch,unrelated,not a spelling pair
2026-08-29,variants.csv,pedlar / peddler,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,demobilisation / demobilization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,bosun / boatswain,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pouf / puff,unrelated,not a spelling pair
2026-08-29,variants.csv,kabob / kebab,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,dowse / douse,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,doxy / doxycycline,unrelated,not a spelling pair
2026-08-29,variants.csv,frangipani / frangipane,unrelated,not a spelling pair
2026-08-29,variants.csv,valse / waltz,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hadj / hajj,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,fiord / fjord,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,fice / feist,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,linguini / linguine,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,selvedge / selvage,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sampan / jampan,unrelated,not a spelling pair
2026-08-29,variants.csv,vender / vendor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,interne / intern,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,catsup / ketchup,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,qat / khat,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,tympani / timpani,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,amenorrhea / amenorrhoea,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,clew / clue,unrelated,not a spelling pair
2026-08-29,variants.csv,tzar / tsar,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,spiff / spliff,unrelated,not a spelling pair
2026-08-29,variants.csv,lodgement / lodgment,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,meq / milliequivalent,unrelated,not a spelling pair
2026-08-29,variants.csv,spirt / spurt,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,stye / sty,unrelated,not a spelling pair
2026-08-29,variants.csv,litchi / lychee,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,jiujitsu / jujitsu,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ploughman / plowman,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,darkie / darkey,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,nones / noon,unrelated,not a spelling pair
2026-08-29,variants.csv,yack / yak,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,valency / valence,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,crape / crepe,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,thiamin / thiamine,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,medivac / medevac,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,ghillie / gillie,unrelated,not a spelling pair
2026-08-29,variants.csv,kindergartener / kindergartner,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,dhal / dal,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,crystallisation / crystallization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,whacko / wacko,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,quaff / coif,unrelated,not a spelling pair
2026-08-29,variants.csv,reflexion / reflection,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,broncho / bronco,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,militarisation / militarization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,straightjacket / straitjacket,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,behaviourist / behaviorist,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,skullduggery / skulduggery,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,cecum / caecum,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,floozy / floozie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,cocain / cocaine,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,czarina / tsarina,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pixy / pixie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,quicky / quickie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,destabilisation / destabilization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,secularisation / secularization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pharmacopeia / pharmacopoeia,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,rheum / rheumatologist,unrelated,not a spelling pair
2026-08-29,variants.csv,distention / distension,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,swop / swap,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,chimaera / chimera,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,gingko / ginkgo,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hankie / hanky,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mizen / mizzen,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,belieber / believer,unrelated,"fandom coinage, not a spelling of believer"
2026-08-29,variants.csv,aerofoil / airfoil,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,benni / benne,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,disfunction / dysfunction,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,caldron / cauldron,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,hinderance / hindrance,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,frier / fryer,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,rhumba / rumba,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,frangipane / frangipani,unrelated,not a spelling pair
2026-08-29,variants.csv,bunko / bunco,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,yobo / yobbo,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mortgagor / mortgager,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,inclosure / enclosure,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,carcase / carcass,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,serialisation / serialization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,boulle / buhl,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,shirtsleeves / shirt,unrelated,not a spelling pair
2026-08-29,variants.csv,distributer / distributor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,scaup / scalp,unrelated,not a spelling pair
2026-08-29,variants.csv,facia / fascia,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,signior / signore,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,teetotaller / teetotaler,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,axilla / axil,unrelated,not a spelling pair
2026-08-29,variants.csv,souse / source,unrelated,not a spelling pair
2026-08-29,variants.csv,milage / mileage,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,polymerisation / polymerization,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,summerset / somersault,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,molder / moulder,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,papaw / pawpaw,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,smoulder / smolder,unrelated,not a spelling pair
2026-08-29,variants.csv,darky / darkey,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,zombi / zombie,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,dependance / dependence,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,propellor / propeller,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pigmy / pygmy,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mujahedeen / mujahideen,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,madrasah / madrasa,variant,the variant column is the nonstandard spelling
