noun,start,end,length,name,definition,wikipedia
miscalculation,m,n,14,False,a mistake in calculating,
miscarriage,m,e,11,False,failure of a plan,"Miscarriage, also known in medical terms as a spontaneous abortion, is the death and expulsion of an embryo or fetus before it can survive independently."
miscegenation,m,n,13,False,reproduction by parents of different races (especially by white and non-white persons),Miscegenation ( miss-EJ-ə-NAY-shən) is marriage or admixture between people who are considered to be members of different races.
miscellanea,m,a,11,False,a collection containing a variety of sorts of things,
miscellany,m,y,10,False,a collection containing a variety of sorts of things,A miscellany is a collection of various pieces of writing by different authors.
mischance,m,e,9,False,an unpredictable outcome that is unfortunate,
mischief,m,f,8,False,reckless or malicious behavior that causes discomfort or annoyance in others,Mischief or malicious mischief is the name for a class of criminal offenses that is defined differently in different legal jurisdictions.
mischievousness,m,s,15,False,an attribute of mischievous children,
misconception,m,n,13,False,an incorrect conception,
misconduct,m,t,10,False,bad or dishonest management by persons supposed to act on another's behalf,"Misconduct is wrongful, improper, or unlawful conduct motivated by premeditated or intentional purpose or by obstinate indifference to the consequences of one's acts."
misconstrual,m,l,12,False,a kind of misinterpretation resulting from putting a wrong construction on words or actions (often deliberately),
misconstruction,m,n,15,False,a kind of misinterpretation resulting from putting a wrong construction on words or actions (often deliberately),
miscount,m,t,8,False,an inaccurate count,
miscreant,m,t,9,False,a person without moral scruples,
miscreation,m,n,11,False,something abnormal or anomalous,
miscue,m,e,6,False,a faulty shot in billiards; the cue tip slips off the cue ball,
misdating,m,g,9,False,something located at a time when it could not have existed or occurred,
misdeal,m,l,7,False,an incorrect deal,
misdeed,m,d,7,False,improper or wicked or immoral behavior,
misdemeanor,m,r,11,False,a crime less serious than a felony,"A misdemeanor (American English, spelled misdemeanour elsewhere) is any ""lesser"" criminal act in some common law legal systems."
misdemeanour,m,r,12,False,a crime less serious than a felony,
misdirection,m,n,12,False,an incorrect charge to a jury given by a judge,
miser,m,r,5,False,a stingy hoarder of money and possessions (often living miserably),"A miser  is a person who is reluctant to spend money, sometimes to the point of forgoing even basic comforts and some necessities, in order to hoard money or other possessions."
miserableness,m,s,13,False,a state of ill-being due to affliction or misfortune,
miserliness,m,s,11,False,total lack of generosity with money,
misery,m,y,6,False,a state of ill-being due to affliction or misfortune,
misestimation,m,n,13,False,a mistake in calculating,
misfeasance,m,e,11,False,doing a proper act in a wrongful or injurious manner,"Misfeasance, nonfeasance, and malfeasance are types of failure to discharge public obligations existing by common law, custom, or statute."
misfire,m,e,7,False,an explosion that fails to occur,
misfit,m,t,6,False,someone unable to adapt to their circumstances,
misfortune,m,e,10,False,unnecessary and unforeseen trouble resulting from an unfortunate event,
misgiving,m,g,9,False,uneasiness about the fitness of an action,
misgovernment,m,t,13,False,government that is inefficient or dishonest,
mishap,m,p,6,False,an unpredictable outcome that is unfortunate,
mishegaas,m,s,9,False,(Yiddish) craziness; senseless behavior or activity,
mishegoss,m,s,9,False,(Yiddish) craziness; senseless behavior or activity,
mishmash,m,h,8,False,a motley assortment of things,
mishpachah,m,h,10,False,(Yiddish) the entire family network of relatives by blood or marriage (and sometimes close friends),
mishpocha,m,a,9,False,(Yiddish) the entire family network of relatives by blood or marriage (and sometimes close friends),
misinformation,m,n,14,False,information that is incorrect,Misinformation is incorrect or misleading information.
misinterpretation,m,n,17,False,putting the wrong interpretation on,
misleader,m,r,9,False,someone who leads astray (often deliberately),
mismanagement,m,t,13,False,management that is careless or inefficient,
mismatch,m,h,8,False,a bad or unsuitable match,
misnomer,m,r,8,False,an incorrect or unsuitable name,A misnomer is a name that is incorrectly or unsuitably applied.
miso,m,o,4,False,a thick paste made from fermented soybeans and barley or rice malt; used in Japanese cooking to make soups or sauces,Miso (みそ or 味噌) is a traditional Japanese seasoning.
misocainea,m,a,10,False,hatred of new ideas,
misogamist,m,t,10,False,a person who hates marriage,
misogamy,m,y,8,False,hatred of marriage,Misogamy is an aversion to or hatred of marriage.
misogynism,m,m,10,False,hatred of women,
misogynist,m,t,10,False,a misanthrope who dislikes women in particular,
misogyny,m,y,8,False,hatred of women,"Misogyny () is hatred of, contempt for, or prejudice against women or girls."
misology,m,y,8,False,hatred of reasoning,
misoneism,m,m,9,False,hatred of change or innovation,
misopedia,m,a,9,False,hatred of children,
mispickel,m,l,9,False,a silver-white or grey ore of arsenic,
misplacement,m,t,12,False,faulty position,
misplay,m,y,7,False,(baseball) a failure of a defensive player to make an out when normal play would have sufficed,
misprint,m,t,8,False,a mistake in printed matter resulting from mechanical failures of some kind,
mispronunciation,m,n,16,False,incorrect pronunciation,"In linguistics, mispronunciation is the act of pronouncing a word incorrectly."
misquotation,m,n,12,False,an incorrect quotation,
misquote,m,e,8,False,an incorrect quotation,
misreading,m,g,10,False,misinterpretation caused by inaccurate reading,
misreckoning,m,g,12,False,a mistake in calculating,
misrepresentation,m,n,17,False,a misleading falsehood,"In common law jurisdictions, a misrepresentation is a false or misleading  statement of fact made during negotiations by one party to another, the statement then inducing that other party to enter into a contract."
misrule,m,e,7,False,government that is inefficient or dishonest,
miss,m,s,4,False,a young woman,"Miss (pronounced ) is an English language honorific typically used for a girl, for an unmarried woman (when not using another title such as ""Doctor"" or ""Dame""), or for a married woman retaining her maiden name."
missal,m,l,6,False,(Roman Catholic Church) a book containing all the prayers and responses needed to celebrate Mass throughout the year,A missal is a liturgical book containing instructions and texts necessary for the celebration of Mass throughout the liturgical year.
misshapenness,m,s,13,False,an affliction in which some part of the body is misshapen or malformed,
missile,m,e,7,False,a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control,"A missile is an airborne ranged weapon capable of self-propelled flight aided usually by a propellant, jet engine or rocket motor."
mission,m,n,7,False,an organization of missionaries in a foreign land sent to carry on religious work,
missionary,m,y,10,False,someone who attempts to convert others to a particular doctrine or program,"A missionary is a member of a religious group which is sent into an area in order to promote its faith or provide services to people, such as education, literacy, social justice, health care, and economic development.In the Latin translation of the Bible, Jesus Christ says the word when he sends the disciples into areas and commands them to preach the gospel in his name."
missioner,m,r,9,False,someone sent on a mission--especially a religious or charitable mission to a foreign country,
missis,m,s,6,False,informal term of address for someone's wife,
missive,m,e,7,False,a written message addressed to a person or organization,
misspelling,m,g,11,False,a spelling that is incorrect,
misstatement,m,t,12,False,a statement that contains a mistake,
misstep,m,p,7,False,an unintentional but embarrassing blunder,
missus,m,s,6,False,informal term of address for someone's wife,
missy,m,y,5,False,a young woman,"Missy or Missie is a feminine first name, often a short form of Melissa."
mist,m,t,4,False,a thin fog with condensation near the ground,"Mist is a phenomenon caused by small droplets of water suspended in the cold air, usually by condensation."
mistake,m,e,7,False,a wrong action attributable to bad judgment or ignorance or inattention,
mistaking,m,g,9,False,putting the wrong interpretation on,
mistflower,m,r,10,False,rhizomatous plant of central and southeastern United States and West Indies having large showy heads of clear blue flowers; sometimes placed in genus Eupatorium,"Mistflower is a common name for several plant species in the tribe Eupatorieae, especially:"
mistiming,m,g,9,False,something located at a time when it could not have existed or occurred,
mistiness,m,s,9,False,cloudiness resulting from haze or mist or vapor,
mistletoe,m,e,9,False,American plants closely resembling Old World mistletoe,Mistletoe is the common name for obligate hemiparasitic plants in the order Santalales.
mistral,m,l,7,False,a strong north wind that blows in France during the winter,
mistranslation,m,n,14,False,an incorrect translation,
mistreatment,m,t,12,False,the practice of treating (someone or something) badly,
mistress,m,s,8,False,an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man,
mistrial,m,l,8,False,a trial that is invalid or inconclusive,
mistrust,m,t,8,False,doubt about someone's honesty,
misunderstanding,m,g,16,False,putting the wrong interpretation on,
misuse,m,e,6,False,improper or excessive use,
mite,m,e,4,False,a slight but appreciable amount,Mites are small arachnids (eight-legged arthropods).
miter,m,r,5,False,joint that forms a corner; usually both sides are bevelled at a 45-degree angle to form a 90-degree corner,
miterwort,m,t,9,False,any of various rhizomatous perennial herbs of the genus Mitella having a capsule resembling a bishop's miter,
mithan,m,n,6,False,ox of southeast Asia sometimes considered a domesticated breed of the gaur,
mithramycin,m,n,11,False,an antineoplastic drug (trade name Mithracin) used to treat cancer of the testes,
mitigation,m,n,10,False,to act in such a way as to cause an offense to seem less serious,Mitigation is the reduction of something harmful or the reduction of its harmful effects.
mitochondrion,m,n,13,False,an organelle containing enzymes responsible for producing energy,"A mitochondrion (; pl.: mitochondria) is an organelle found in the cells of most eukaryotes, such as animals, plants and fungi."
mitogen,m,n,7,False,an agent that triggers mitosis,"A mitogen is a small bioactive  protein or peptide that induces a cell to begin cell division, or enhances the rate of division (mitosis)."
mitomycin,m,n,9,False,a complex of antibiotic substances obtained from a streptomyces bacterium; one form (trade name Mutamycin) shows promise as an anticancer drug,
mitosis,m,s,7,False,cell division in which the nucleus divides into nuclei containing the same number of chromosomes,Mitosis () is a part of the cell cycle in which replicated chromosomes are separated into two new nuclei.
mitre,m,e,5,False,joint that forms a corner; usually both sides are bevelled at a 45-degree angle to form a 90-degree corner,"The mitre (Commonwealth English) (; Greek: μίτρα 'headband' or 'turban') or miter (American English; see spelling differences) is a type of headgear now known as the traditional, ceremonial headdress of bishops and certain abbots in traditional Christianity."
mitrewort,m,t,9,False,any of various rhizomatous perennial herbs of the genus Mitella having a capsule resembling a bishop's miter,
mitsvah,m,h,7,False,(Judaism) a precept or commandment of the Jewish law,
mitt,m,t,4,False,the (prehensile) extremity of the superior limb,
mittelschmerz,m,z,13,False,pain in the area of the ovary that is felt at the time of ovulation (usually midway through the menstrual cycle),"Mittelschmerz (German: ""middle pain"") is a colloquial term for ""ovulation pain"" or ""midcycle pain""."
mitten,m,n,6,False,glove that encases the thumb separately and the other four fingers together,A mitten is a type of glove that covers the hand but does not have separate finger openings or sheaths.
mitzvah,m,h,7,False,(Judaism) a precept or commandment of the Jewish law,"In its primary meaning, the Hebrew word mitzvah (; Hebrew: מִצְוָה, mīṣvā [mit͡sˈva], plural מִצְווֹת mīṣvōt [mit͡sˈvot]; ""commandment"") refers to a commandment from God to be performed as a religious duty."
mix,m,x,3,False,a commercially prepared mixture of dry ingredients,
mixer,m,r,5,False,a party of people assembled to promote sociability and communal activity,
mixing,m,g,6,False,the act of mixing together,
mixologist,m,t,10,False,an employee who mixes and serves alcoholic drinks at a bar,
mixology,m,y,8,False,skill in preparing mixed drinks,"Mixology is an American sitcom that aired during the 2013–14 television season on ABC. The series was co-created by Jon Lucas and Scott Moore, who also serve as co-executive producers with Ryan Seacrest and Nina Wass for Ryan Seacrest Productions and ABC Studios."
mixture,m,e,7,False,(chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding),"In chemistry, a mixture is a material made up of two or more different chemical substances which are not chemically bonded."
mizen,m,n,5,False,"third mast from the bow in a vessel having three or more masts; the after and shorter mast of a yawl, ketch, or dandy",
mizenmast,m,t,9,False,"third mast from the bow in a vessel having three or more masts; the after and shorter mast of a yawl, ketch, or dandy",
mizzen,m,n,6,False,"third mast from the bow in a vessel having three or more masts; the after and shorter mast of a yawl, ketch, or dandy",
mizzenmast,m,t,10,False,"third mast from the bow in a vessel having three or more masts; the after and shorter mast of a yawl, ketch, or dandy",
mizzle,m,e,6,False,very light rain; stronger than mist but less than a shower,
ml,m,l,2,False,a metric unit of volume equal to one thousandth of a liter,
mm,m,m,2,False,a metric unit of length equal to one thousandth of a meter,
mnemonic,m,c,8,False,a device (such as a rhyme or acronym) used to aid recall,"A mnemonic device ( nih-MON-ik) or memory device is any learning technique that aids information retention or retrieval in the human memory, often by associating the information with something that is easier to remember."
mnemonics,m,s,9,False,a method or system for improving the memory,
mnemonist,m,t,9,False,an expert in the use of mnemonics; someone able to perform unusual feats of memory,"The title mnemonist refers to an individual with the ability to remember and recall unusually long lists of data, such as unfamiliar names, lists of numbers, entries in books, etc."
mo,m,o,2,False,an indefinitely short time,
moa,m,a,3,False,extinct flightless bird of New Zealand,Moa (order Dinornithiformes) are an extinct group of flightless birds formerly endemic to New Zealand.
moan,m,n,4,False,an utterance expressing pain or disapproval,
moaner,m,r,6,False,a person given to excessive complaints and crying and whining,
moat,m,t,4,False,ditch dug as a fortification and usually filled with water,"A moat is a deep, broad ditch, either dry or filled with water, that is dug and surrounds a castle, fortification, building, or town, historically to provide it with a preliminary line of defence."
mob,m,b,3,False,a disorderly crowd of people,
mobcap,m,p,6,False,large high frilly cap with a full crown; formerly worn indoors by women,"A mobcap (or mob cap or mob-cap) is a round, gathered or pleated cloth (usually linen) bonnet consisting of a caul to cover the hair, a frilled or ruffled brim, and (often) a ribbon band, worn by married women in the 18th and early 19th centuries, when it was called a ""bonnet""."
mobile,m,e,6,False,a river in southwestern Alabama; flows into Mobile Bay,
mobilisation,m,n,12,False,act of marshaling and organizing and making ready for use or action,
mobility,m,y,8,False,the quality of moving freely,
mobilization,m,n,12,False,act of assembling and putting into readiness for war or other emergency:,Mobilization is the act of assembling and readying military troops and supplies for war.
mobocracy,m,y,9,False,a political system in which a mob is the source of control; government by the masses,
mobster,m,r,7,False,a criminal who is a member of gang,
mocassin,m,n,8,False,soft leather shoe; originally worn by Native Americans,
moccasin,m,n,8,False,soft leather shoe; originally worn by Native Americans,"A moccasin is a shoe, made of deerskin or other soft leather, consisting of a sole (made with leather that has not been ""worked"") and sides made of one piece of leather, stitched together at the top, and sometimes with a vamp (additional panel of leather)."
mocha,m,a,5,False,soft suede glove leather from goatskin,
mock,m,k,4,False,the act of mocking or ridiculing,
mocker,m,r,6,False,someone who jeers or mocks or treats something with contempt or calls out in derision,
mockernut,m,t,9,False,smooth-barked North American hickory with 7 to 9 leaflets bearing a hard-shelled edible nut,
mockery,m,y,7,False,showing your contempt by derision,"Mockery or mocking is the act of insulting or making light of a person or other thing, sometimes merely by taunting, but often by making a caricature, purporting to engage in imitation in a way that highlights unflattering characteristics."
mockingbird,m,d,11,False,long-tailed grey-and-white songbird of the southern United States able to mimic songs of other birds,Mockingbirds are a group of New World passerine birds from the family Mimidae.
mod,m,d,3,False,a British teenager or young adult in the 1960s; noted for their clothes consciousness and opposition to the rockers,
modal,m,l,5,False,an auxiliary verb (such as `can' or `will') that is used to express modality,
modality,m,y,8,False,a classification of propositions on the basis of whether they claim necessity or possibility or impossibility,
mode,m,e,4,False,how something is done or how it happens,
model,m,l,5,False,a hypothetical description of a complex entity or process,"A model is an informative representation of an object, person or system."
modeler,m,r,7,False,a person who creates models,
modeling,m,g,8,False,sculpture produced by molding,
modeller,m,r,8,False,a person who creates models,
modelling,m,g,9,False,a preliminary sculpture in wax or clay from which a finished work can be copied,
modem,m,m,5,False,(from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line,A modulator-demodulator or modem is a computer hardware device that converts data from a digital format into a format suitable for an analog transmission medium such as telephone or radio.
moderate,m,e,8,False,a person who takes a position in the political center,
moderateness,m,s,12,False,the property of being moderate in price or expenditures,
moderation,m,n,10,False,quality of being moderate and avoiding extremes,"Moderation is the process or trait of eliminating, lessening, or avoiding extremes."
moderationism,m,m,13,False,the policy of being moderate or acting with moderation,
moderationist,m,t,13,False,a moderate drinker (as opposed to a total abstainer),
moderatism,m,m,10,False,a political philosophy of avoiding the extremes of left and right by taking a moderate position or course of action,
moderator,m,r,9,False,any substance used to slow down neutrons in nuclear reactors,
moderatorship,m,p,13,False,the position of moderator,
modern,m,n,6,False,a contemporary person,
modernisation,m,n,13,False,making modern in appearance or behavior,
modernism,m,m,9,False,genre of art and literature that makes a self-conscious break with previous genres,"Modernism is a philosophical, religious, and art movement that arose from broad transformations in Western society during the late 19th and early 20th centuries."
modernist,m,t,9,False,an artist who makes a deliberate break with previous styles,
modernity,m,y,9,False,the quality of being current or of the present,"Modernity, a topic in the humanities and social sciences, is both a historical period (the modern era) and the ensemble of particular socio-cultural norms, attitudes and practices that arose in the wake of the Renaissance—in the Age of Reason of 17th-century thought and the 18th-century Enlightenment."
modernization,m,n,13,False,making modern in appearance or behavior,
modernness,m,s,10,False,the quality of being current or of the present,
modestness,m,s,10,False,the property of being moderate in price or expenditures,
modesty,m,y,7,False,freedom from vanity or conceit,"Modesty, sometimes known as demureness, is a mode of dress and deportment which intends to avoid the encouraging of sexual attraction in others."
modicum,m,m,7,False,a small or moderate or token amount; - Ian Jack,
modification,m,n,12,False,the act of making something different (as e.g. the size of a garment),
modifier,m,r,8,False,a content word that qualifies the meaning of a noun or verb,
modillion,m,n,9,False,(architecture) one of a set of ornamental brackets under a cornice,"A modillion is an ornate bracket, more horizontal in shape and less imposing than a corbel."
modiolus,m,s,8,False,the central conical bony pillar of the cochlea,
modishness,m,s,10,False,elegance by virtue of being fashionable,
modiste,m,e,7,False,someone who makes and sells hats,
mods,m,s,4,False,a youth subculture that began in London in the early 1960s; a working-class movement with highly stylized dress and short hair; listened to rhythm and blues music and travelled on motor scooters,
modulation,m,n,10,False,a musical passage moving from one key to another,"In electronics and telecommunications, modulation is the process of varying one or more properties of a periodic waveform, called the carrier signal, with a separate signal called the modulation signal that typically contains information to be transmitted."
module,m,e,6,False,one of the inherent cognitive or perceptual powers of the mind,
modulus,m,s,7,False,an integer that can be divided without remainder into the difference between two other integers,
mogul,m,l,5,False,a bump on a ski slope,
mohair,m,r,6,False,fabric made with yarn made from the silky hair of the Angora goat,Mohair (pronounced ) is a fabric or yarn made from the hair of the Angora goat.
mohawk,m,k,6,False,a member of the Iroquoian people formerly living along the Mohawk River in New York State,
moiety,m,y,6,False,one of two (approximately) equal parts,
moire,m,e,5,False,silk fabric with a wavy surface pattern,
moistener,m,r,9,False,a device that dampens or moistens something,
moistening,m,g,10,False,the act of making something slightly wet,
moistness,m,s,9,False,a slight wetness,
moisture,m,e,8,False,wetness caused by water,"Moisture is the presence of a liquid, especially water, often in trace amounts."
mojarra,m,a,7,False,small silvery schooling fishes with protrusible mouths found in warm coastal waters,"The mojarras are a family, Gerreidae, of fish in the order Perciformes."
mojo,m,o,4,False,a magic power or magic spell,
moke,m,e,4,False,British informal for donkey,
moksa,m,a,5,False,(Hinduism) release from the cycle of rebirth,
mol,m,l,3,False,the molecular weight of a substance expressed in grams; the basic unit of amount of substance adopted under the Systeme International d'Unites,
mola,m,a,4,False,among the largest bony fish; pelagic fish having an oval compressed body with high dorsal and anal fins and caudal fin reduced to a rudder-like lobe; worldwide in warm waters,
molality,m,y,8,False,concentration measured by the number of moles of solute per kilogram of solvent,"In chemistry, molality is a measure of the amount of solute in a solution relative to a given mass of solvent."
molar,m,r,5,False,grinding tooth with a broad crown; located behind the premolars,
molarity,m,y,8,False,concentration measured by the number of moles of solute per liter of solution,
molasses,m,s,8,False,thick dark syrup produced by boiling down juice from sugar cane; especially during sugar refining,"Molasses () is a viscous substance, principally obtained from the refining of sugarcane or sugar beet juice into sugar."
mold,m,d,4,False,the distinctive form in which a thing is made,"A mold (US, PH) or mould (UK, CW) is one of the structures that certain fungi can form."
moldboard,m,d,9,False,wedge formed by the curved part of a steel plow blade that turns the furrow,
moldiness,m,s,9,False,the quality of smelling or tasting old or stale or mouldy,
molding,m,g,7,False,the act of creating something by casting it in a mold,
mole,m,e,4,False,the molecular weight of a substance expressed in grams; the basic unit of amount of substance adopted under the Systeme International d'Unites,
molecule,m,e,8,False,(physics and chemistry) the simplest structural unit of an element or compound,"A molecule is a group of two or more atoms held together by attractive forces known as chemical bonds; depending on context, the term may or may not include ions which satisfy this criterion."
molehill,m,l,8,False,a mound of earth made by moles while burrowing,"A molehill (or mole-hill, mole mound) is a conical mound of loose soil raised by small burrowing mammals, including moles, but also similar animals such as mole-rats, and voles."
moleskin,m,n,8,False,a durable cotton fabric with a velvety nap,"Moleskin is a heavy cotton fabric, woven and then shorn to create a short, soft pile on one side."
molestation,m,n,11,False,the act of subjecting someone to unwanted or improper sexual advances or activity (especially women or children),
molester,m,r,8,False,someone who subjects others to unwanted or improper sexual activities,
molindone,m,e,9,False,antipsychotic drug (trade name Moban) used in the treatment of schizophrenia,"Molindone, sold under the brand name Moban, is an antipsychotic which is used in the United States in the treatment of schizophrenia."
moll,m,l,4,False,the girlfriend of a gangster,
molle,m,e,5,False,small Peruvian evergreen with broad rounded head and slender pendant branches with attractive clusters of greenish flowers followed by clusters of rose-pink fruits,
mollie,m,e,6,False,popular aquarium fish,
mollification,m,n,13,False,a state of being appeased or ameliorated or tempered,
mollusc,m,c,7,False,invertebrate having a soft unsegmented body usually enclosed in a shell,
molluscum,m,m,9,False,any skin disease characterized by soft pulpy nodules,
mollusk,m,k,7,False,invertebrate having a soft unsegmented body usually enclosed in a shell,
molly,m,y,5,False,popular aquarium fish,
mollycoddle,m,e,11,False,a pampered darling; an effeminate man,
mollycoddler,m,r,12,False,someone who pampers or spoils by excessive indulgence,
mollymawk,m,k,9,False,large web-footed birds of the southern hemisphere having long narrow wings; noted for powerful gliding flight,The mollymawks are a group of medium-sized albatrosses that form the genus Thalassarche.
moloch,m,h,6,False,a tyrannical power to be propitiated by human subservience or sacrifice; ; - Norman Douglas,"Moloch, Molech, or Molek is a name or a term which appears in the Hebrew Bible several times, primarily in the Book of Leviticus."
molt,m,t,4,False,periodic shedding of the cuticle in arthropods or the outer skin in reptiles,
molter,m,r,6,False,an animal (especially birds and arthropods and reptiles) that periodically shed their outer layer (feathers or cuticle or skin or hair),Molter is a surname.
molting,m,g,7,False,periodic shedding of the cuticle in arthropods or the outer skin in reptiles,
molybdenite,m,e,11,False,a mineral resembling graphite that is valued as the chief source of molybdenum and its compounds,"Molybdenite is a mineral of molybdenum disulfide, MoS2."
molybdenum,m,m,10,False,a polyvalent metallic element that resembles chromium and tungsten in its properties; used to strengthen and harden steel,Molybdenum is a chemical element; it has symbol Mo (from Neo-Latin molybdaenum) and atomic number 42.
mom,m,m,3,False,informal terms for a mother,
mombin,m,n,6,False,common tropical American shrub or small tree with purplish fruit,
moment,m,t,6,False,a particular point in time,
momentousness,m,s,13,False,utmost importance,
momentum,m,m,8,False,an impelling force or strength,"In Newtonian mechanics, momentum (pl.: momenta or momentums; more specifically linear momentum or translational momentum) is the product of the mass and velocity of an object."
momism,m,m,6,False,excessive protection,
momma,m,a,5,False,informal terms for a mother,"Momma is an American comic strip by Mell Lazarus that ran from October 26, 1970, to July 10, 2016."
mommy,m,y,5,False,informal terms for a mother,
momot,m,t,5,False,tropical American bird resembling a blue jay and having greenish and bluish plumage,"Momot (Russian: Момот, Ukrainian: Момот) is a gender-neutral Slavic surname that may refer to"
monad,m,d,5,False,(chemistry) an atom having a valence of one,
monal,m,l,5,False,brilliantly colored pheasant of southern Asia,"A monal is a bird of genus Lophophorus of the pheasant family, Phasianidae."
monandry,m,y,8,False,the state of having only one husband at a time,
monarch,m,h,7,False,a nation's ruler or head of state usually by hereditary right,"A monarch is a head of state for life or until abdication, and therefore the head of state of a monarchy."
monarchism,m,m,10,False,a belief in and advocacy of monarchy as a political system,Monarchism is the advocacy of the system of monarchy or monarchical rule.
monarchist,m,t,10,False,an advocate of the principles of monarchy,
monarchy,m,y,8,False,an autocracy governed by a monarch who usually inherits the authority,"A monarchy is a form of government in which a person, the monarch, is head of state for life or until abdication."
monarda,m,a,7,False,any of various aromatic herbs of the genus Monarda,"Monarda is a genus of flowering plants in the mint family, Lamiaceae."
monas,m,s,5,False,a singular metaphysical entity from which material properties are said to derive,
monastery,m,y,9,False,the residence of a religious community,"A monastery is a building or complex of buildings comprising the domestic quarters and workplaces of monastics, monks or nuns, whether living in communities or alone (hermits)."
monastic,m,c,8,False,a male religious living in a cloister and devoting himself to contemplation and prayer and work,
monasticism,m,m,11,False,asceticism as a form of religious life; usually conducted in a community under a common rule and characterized by celibacy and poverty and obedience,"Monasticism (from Ancient Greek  μοναχός (monakhós) 'solitary, monastic'; from  μόνος (mónos) 'alone'), also called monachism or monkhood, is a religious way of life in which one renounces worldly pursuits to devote oneself fully to spiritual work."
monaul,m,l,6,False,brilliantly colored pheasant of southern Asia,
monazite,m,e,8,False,a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium,Monazite is a primarily reddish-brown phosphate mineral that contains rare-earth elements.
moneran,m,n,7,False,organisms that typically reproduce by asexual budding or fission and whose nutritional mode is absorption or photosynthesis or chemosynthesis,
moneron,m,n,7,False,organisms that typically reproduce by asexual budding or fission and whose nutritional mode is absorption or photosynthesis or chemosynthesis,
monetarism,m,m,10,False,an economic theory holding that variations in unemployment and the rate of inflation are usually caused by changes in the supply of money,Monetarism is a school of thought in monetary economics that emphasizes the role of policy-makers in controlling the amount of money in circulation.
monetarist,m,t,10,False,an advocate of the theory that economic fluctuations are caused by increases or decreases in the supply of money,
monetisation,m,n,12,False,establishing something (e.g. gold or silver) as the legal tender of a country,
monetization,m,n,12,False,establishing something (e.g. gold or silver) as the legal tender of a country,"Monetization (also spelled monetisation in the UK) is, broadly speaking, the process of converting something into money."
money,m,y,5,False,the most common medium of exchange; functions as legal tender,"Money is any item or verifiable record that is generally accepted as payment for goods and services and repayment of debts, such as taxes, in a particular country or socio-economic context."
moneybag,m,g,8,False,a drawstring bag for holding money,
moneyer,m,r,7,False,a skilled worker who coins or stamps money,A moneyer is a private individual who is officially permitted to mint money.
moneygrubber,m,r,12,False,someone whose main interest in life is moneymaking,
moneylender,m,r,11,False,someone who lends money at excessive rates of interest,
moneymaker,m,r,10,False,someone who is successful in accumulating wealth,
moneymaking,m,g,11,False,the act of making money (and accumulating wealth),
moneyman,m,n,8,False,a person skilled in large scale financial transactions,
moneywort,m,t,9,False,a loosestrife vine,Moneywort is a common name for several plants and may refer to:
monger,m,r,6,False,someone who purchases and maintains an inventory of goods to be sold,
mongo,m,o,5,False,100 mongo equal 1 tugrik in Mongolia,
mongolianism,m,m,12,False,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,
mongolism,m,m,9,False,a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation,
mongoloid,m,d,9,False,a member of the Mongoloid race,"Mongoloid () is an obsolete racial grouping of various peoples indigenous to large parts of Asia, the Americas, and some regions in Europe and Oceania."
mongoose,m,e,8,False,agile grizzled Old World viverrine; preys on snakes and rodents,A mongoose is a small terrestrial carnivorous mammal belonging to the family Herpestidae.
mongrel,m,l,7,False,derogatory term for a variation that is not genuine; something irregular or inferior or of dubious origin,"A mongrel, mutt or mixed-breed dog is a dog that does not belong to one officially recognized breed, including those that result from intentional breeding."
moniker,m,r,7,False,a familiar name for a person (often a shortened version of a person's given name),
monilia,m,a,7,False,any of the yeastlike imperfect fungi of the genus Monilia,
moniliasis,m,s,10,False,an infection caused by fungi of the genus Monilia or Candida (especially Candida albicans),
monism,m,m,6,False,the doctrine that reality consists of a single basic substance or element,"Monism attributes oneness or singleness (Greek: μόνος) to a concept, such as to existence."
monition,m,n,8,False,a firm rebuke,"In the U.S., monition refers to a summons.In English law and the canon law of the Church of England, a monition, contraction of admonition, is  an order to a member of the clergy to do or refrain from doing a specified act."
monitor,m,r,7,False,someone who supervises (an examination),
monitoring,m,g,10,False,the act of observing something (and sometimes keeping a record of it),
monitrice,m,e,9,False,an assistant (often the father of the soon-to-be-born child) who provides support for a woman in labor by encouraging her to use techniques learned in childbirth-preparation classes,
monk,m,k,4,False,a male religious living in a cloister and devoting himself to contemplation and prayer and work,"A monk (, from Greek: μοναχός,  monachos, ""single, solitary"" via Latin monachus) is a person who practices religious asceticism by living a monastic  lifestyle, either alone or with any number of other monks."
monkey,m,y,6,False,any of various long-tailed primates (excluding the prosimians),"Monkey is a common name that may refer to most mammals of the infraorder Simiiformes, also known as the simians."
monkeypod,m,d,9,False,large ornamental tropical American tree with bipinnate leaves and globose clusters of flowers with crimson stamens and seed pods that are eaten by cattle,
monkfish,m,h,8,False,flesh of a large-headed anglerfish of the Atlantic waters of North America,
monkshood,m,d,9,False,a poisonous herb native to northern Europe having hooded blue-purple flowers; the dried leaves and roots yield aconite,
