name,in_namenet,in_wikipedia,also_oewn_noun
kuhn,True,True,False
kuiper,True,True,False
kukenaam,True,False,False
kulun,True,False,False
kumasi,True,True,False
kunlun,True,False,False
kuomintang,False,True,False
kura,True,False,False
kurdistan,False,True,False
kurdufan,True,False,False
kurosawa,True,False,False
kursk,True,True,False
kutuzov,True,False,False
kuwait,True,True,False
kuznets,True,True,False
kwajalein,True,False,False
kwangchow,True,False,False
kwangju,True,False,False
kwangtung,True,False,False
kwannon,True,False,False
kwanzaa,False,True,False
kyd,True,True,False
kyoto,True,True,False
kyphosidae,True,False,False
kyphosus,True,True,False
kyrgyzstan,True,True,False
kyushu,True,True,False
kyyiv,True,False,False
laayoune,True,False,False
laban,True,False,False
labanotation,False,True,False
labiatae,True,False,False
lablab,True,True,False
labrador,True,True,False
labridae,True,False,False
labrouste,True,False,False
laburnum,True,True,False
labyrinthodonta,True,False,False
labyrinthodontia,True,True,False
laccopetalum,True,True,False
lacerta,True,True,False
lacertidae,True,True,False
lacertilia,True,False,False
lachaise,True,True,False
lachesis,True,True,False
lachnolaimus,True,False,False
laconia,True,True,False
lactarius,True,True,False
lactobacillaceae,True,True,False
lactobacteriaceae,True,False,False
lactophrys,True,True,False
lactuca,True,True,False
ladoga,True,False,False
lady,False,True,True
laertes,True,True,False
lafayette,True,False,False
laffer,True,False,False
laffite,True,False,False
lafitte,True,False,False
lagarostrobus,True,False,False
lagenaria,True,True,False
lagenophera,True,False,False
lagerstroemia,True,True,False
lagidium,True,True,False
lagodon,True,True,False
lagomorpha,True,True,False
lagopus,True,True,False
lagorchestes,True,True,False
lagos,True,True,False
lagostomus,True,True,False
lagothrix,True,False,False
laguncularia,True,True,False
lahore,True,True,False
laius,True,True,False
lakeland,True,False,False
lakshmi,True,True,False
lallans,False,True,False
lama,True,True,True
lamarck,True,False,False
lamarckism,False,True,False
lamb,True,False,True
lambert,True,False,True
lambertia,True,True,False
lambis,True,True,False
lamellibranchia,True,False,False
lamellicornia,True,False,False
lamentations,True,False,False
lamiaceae,True,True,False
laminaria,True,True,False
laminariaceae,True,True,False
laminariales,True,False,False
lamium,True,True,False
lammas,False,True,False
lamna,True,True,False
lamnidae,True,True,False
lampridae,True,False,False
lampris,True,False,False
lampropeltis,True,False,False
lampyridae,True,False,False
lanai,True,True,True
lancashire,True,True,False
lancelot,True,True,False
lanchou,True,False,False
lanchow,True,False,False
land,True,True,True
landau,True,True,True
lander,True,False,True
landowska,True,False,False
landsteiner,True,True,False
laney,True,False,False
lange,True,False,False
langley,True,False,True
langmuir,True,False,False
langside,True,True,False
langtry,True,False,False
laniidae,True,False,False
lanius,True,True,False
lansing,True,False,False
lanthanotidae,True,False,False
lanthanotus,True,False,False
lanzhou,True,True,False
laocoon,True,False,False
laos,True,True,False
laozi,True,False,False
laplace,True,False,False
lapland,True,False,False
laportea,True,True,False
lappland,True,False,False
lappula,True,True,False
laputa,False,True,False
laramie,True,False,False
lardizabala,True,True,False
lardizabalaceae,True,True,False
lardner,True,True,False
laredo,True,False,False
lari,True,False,True
laricariidae,True,False,False
laridae,True,True,False
larix,True,False,False
larousse,True,False,False
larrea,True,True,False
larus,True,True,False
larvacea,True,False,False
lascar,True,True,True
lascaux,True,True,False
lasiocampa,True,True,False
lasiocampidae,True,True,False
lasiurus,True,True,False
lassa,True,False,False
lasso,True,True,True
lastex,False,True,False
lasthenia,True,True,False
lastreopsis,True,True,False
latakia,True,True,True
lateran,True,True,False
lates,True,True,False
lathyrus,True,True,False
latimeria,True,True,False
latimeridae,True,False,False
latin,False,True,False
latinae,True,False,False
latinism,False,True,False
latium,True,True,False
latrobe,True,False,False
latrodectus,True,True,False
latvia,True,True,False
lauder,True,True,True
laudo,True,False,False
laughton,True,False,False
lauraceae,True,True,False
laurasia,True,True,False
laurel,True,False,True
laurens,True,False,False
laurentius,True,True,False
laurus,True,True,False
lausanne,True,True,False
lavandula,True,True,False
lavatera,True,False,False
laver,True,False,True
lavoisier,True,False,False
lawrence,True,False,False
laws,True,False,False
lawton,True,False,False
layia,True,True,False
lazarus,True,False,False
lazio,True,True,False
leacock,True,False,False
leadbelly,True,False,False
leakey,True,False,False
leander,True,False,False
lear,True,False,False
leary,True,False,False
lebanon,True,True,False
lebistes,True,False,False
lecanoraceae,True,True,False
leccinum,True,True,False
lechanorales,True,False,False
lecythidaceae,True,True,False
leda,True,False,False
ledbetter,True,False,False
ledum,True,False,False
lee,True,False,True
leeds,True,True,False
leeuwenhoek,True,False,False
leger,True,False,True
lego,False,True,False
leguminosae,True,False,False
lehar,True,False,False
leibnitz,True,True,False
leibniz,True,False,False
leicester,True,True,False
leicestershire,True,True,False
leiden,True,True,False
leigh,True,False,False
leiopelma,True,True,False
leiopelmatidae,True,False,False
leiophyllum,True,False,False
leipzig,True,True,False
leishmania,False,True,False
leitneria,True,True,False
leitneriaceae,True,False,False
lemaireocereus,True,False,False
lemaitre,True,False,False
lemmon,True,False,False
lemmus,True,False,False
lemna,True,True,False
lemnaceae,True,False,False
lemnos,True,True,False
lemuridae,True,True,False
lemuroidea,True,False,False
lena,True,False,False
lenard,True,True,False
lendl,True,False,False
lenin,True,False,False
leningrad,True,False,False
leninism,False,True,False
lennoaceae,True,False,False
lennon,True,False,False
lens,True,True,True
lent,False,True,False
lentia,True,False,False
lentibulariaceae,True,True,False
lentinus,True,True,False
leon,True,False,False
leonard,True,True,False
leonardo,True,False,False
leonberg,False,True,False
leonidas,True,False,False
leonotis,True,True,False
leontief,True,False,False
leontocebus,True,False,False
leontodon,True,True,False
leontopodium,True,True,False
leonurus,True,True,False
leopoldville,True,False,False
lepadidae,True,True,False
lepanto,True,False,False
lepas,True,True,False
lepechinia,True,True,False
lepidium,True,True,False
lepidobotryaceae,True,True,False
lepidochelys,True,False,False
lepidocybium,True,False,False
lepidodendraceae,True,False,False
lepidodendrales,True,True,False
lepidoptera,True,True,False
lepidosauria,True,True,False
lepidothamnus,True,True,False
lepiotaceae,True,False,False
lepisma,True,True,False
lepismatidae,True,True,False
lepisosteidae,True,False,False
lepisosteus,True,True,False
lepomis,True,True,False
leporidae,True,True,False
leptarrhena,True,True,False
leptinotarsa,True,True,False
leptodactylidae,True,True,False
leptodactylus,True,True,False
leptoglossus,True,True,False
leptopteris,True,True,False
leptoptilus,True,False,False
leptotyphlopidae,True,True,False
leptotyphlops,True,True,False
lepus,True,False,False
lermontov,True,False,False
lerner,True,False,False
lesbian,False,True,True
lesbos,True,True,False
lesotho,True,True,False
lesquerella,True,True,False
lesseps,True,False,False
lessing,True,True,False
lesvos,True,False,False
lethe,True,True,False
leto,False,True,False
leucadendron,True,True,False
leucaena,True,True,False
leucanthemum,True,True,False
leuciscus,True,True,False
leucogenes,True,True,False
leuctra,True,True,False
leuwenhoek,True,False,False
levant,False,True,False
levi,True,True,False
levisticum,True,False,False
levite,False,True,False
leviticus,True,False,False
lewis,True,False,False
lewisia,True,True,False
lewiston,True,False,False
lexington,True,False,False
leycesteria,True,True,False
leyden,True,False,False
leymus,True,True,False
leyte,True,True,False
lhasa,False,True,False
lhotse,True,True,False
liakoura,True,False,False
liatris,True,True,False
libby,True,True,False
liberia,True,True,False
libocedrus,True,True,False
libreville,True,True,False
libya,True,True,False
lichanura,True,True,False
lichenales,True,False,False
lichenes,True,False,False
lichtenstein,True,False,False
lidocaine,False,True,False
lie,True,True,True
liechtenstein,True,True,False
liege,True,False,True
liepaja,True,False,False
lietuva,True,False,False
light,False,True,True
ligularia,True,True,False
liguria,True,True,False
ligustrum,True,False,False
liliaceae,True,True,False
liliales,True,True,False
liliidae,True,True,False
liliopsida,True,True,False
lilith,False,True,False
lilium,True,True,False
liliuokalani,True,False,False
lille,True,True,False
lillie,True,False,False
lilliputian,True,False,True
lilongwe,True,True,False
lima,True,True,False
limacidae,True,True,False
limanda,True,True,False
limax,True,True,False
limburger,False,True,False
limeira,True,True,False
limenitis,True,True,False
limerick,True,True,True
limicolae,True,False,False
limnobium,True,True,False
limnocryptes,True,False,False
limnodromus,True,False,False
limnos,True,False,False
limonium,True,True,False
limosa,True,False,False
limousin,True,True,False
limpopo,True,True,False
limulidae,True,False,False
limulus,True,True,False
lin,True,False,False
linaceae,True,True,False
linanthus,True,True,False
linaria,True,True,False
lincolnshire,True,True,False
lind,True,True,False
lindbergh,True,False,False
lindera,True,True,False
lindesnes,True,True,False
lindheimera,True,True,False
lindsay,True,False,False
linnaea,True,True,False
linnaeus,True,False,False
linum,True,True,False
linux,True,True,False
linz,True,True,False
liomys,True,False,False
lion,False,True,True
liopelma,True,False,False
liopelmidae,True,False,False
liparidae,True,False,False
liparididae,True,False,False
liparis,True,False,True
lipchitz,True,False,False
lipizzan,False,True,False
lipmann,True,True,False
liposcelis,True,True,False
lipotyphla,True,True,False
lippi,True,True,False
lippmann,True,True,False
lipscomb,True,False,False
liquidambar,True,True,True
lir,False,True,False
liriodendron,True,True,False
liriope,True,False,False
lisboa,True,False,False
lisbon,True,True,False
lister,True,False,True
listera,True,False,False
liston,True,False,False
liszt,True,False,False
litany,True,True,True
lithocarpus,True,True,False
lithodidae,True,False,False
lithophragma,True,True,False
lithospermum,True,True,False
lithuania,True,True,False
litocranius,True,False,False
littorina,True,True,False
littorinidae,True,True,False
littre,True,False,False
liturgy,False,True,True
livermore,True,False,False
liverpool,True,True,False
livingston,True,False,False
livingstone,True,False,False
livistona,True,True,False
livonia,True,True,False
livy,True,True,False
ljubljana,True,True,False
lloyd,True,False,False
llud,True,False,False
llullaillaco,True,True,False
llyr,True,False,False
loasaceae,True,True,False
lobachevsky,True,False,False
lobata,True,True,False
lobeliaceae,True,False,False
lobipes,True,False,False
lobito,True,True,False
lobotes,True,True,False
lobotidae,True,True,False
lobularia,True,False,False
locke,True,False,False
locusta,True,True,False
locustidae,True,False,False
lodge,True,False,True
lodine,False,True,False
lodz,True,False,False
loeb,True,False,False
loewe,True,False,False
loewi,True,True,False
lofortyx,True,False,False
lofoten,True,True,False
logan,True,False,False
logania,True,True,False
loganiaceae,True,True,False
logos,True,True,False
logrono,True,False,False
loire,True,True,False
loiseleuria,True,False,False
loki,True,True,False
lolita,False,True,False
lolium,True,True,False
lomariopsidaceae,True,True,False
lombardia,True,False,False
lombardy,True,True,False
lome,True,False,False
lomogramma,True,False,False
lonas,True,True,False
lonchocarpus,True,True,False
london,True,True,False
longfellow,True,False,False
lonicera,True,False,False
loos,True,False,False
lophiidae,True,False,False
lophius,True,True,False
lophodytes,True,False,False
lopholatilus,True,True,False
lophophora,True,True,False
lophophorus,True,False,False
lophosoria,True,True,False
lophosoriaceae,True,False,False
loranthaceae,True,True,False
loranthus,True,True,False
lorca,True,False,False
lord,True,True,True
lordship,False,True,True
lorelei,True,True,False
loren,True,True,False
lorentz,True,True,False
lorenz,True,True,False
loricata,True,True,False
loriinae,True,True,False
lorisidae,True,True,False
lorraine,True,True,False
lorre,True,False,False
lot,True,False,True
lota,True,False,True
lothario,False,True,False
lothringen,True,False,False
lotus,True,False,True
louis,True,False,False
louisiana,True,True,False
louisville,True,False,False
louvre,True,True,True
lovelace,True,False,False
lovell,True,False,False
lovoa,True,True,False
low,True,False,True
lowell,True,False,False
lowlands,True,False,False
lowry,True,False,False
loxia,True,False,False
loxodonta,True,False,False
loxoma,True,False,False
loxomataceae,True,False,False
loxostege,True,True,False
loyang,True,False,False
loyola,True,False,False
lozier,True,True,False
luanda,True,True,False
lubbock,True,False,False
lubeck,True,False,False
lubitsch,True,False,False
lublin,True,True,False
lubumbashi,True,True,False
lucania,True,True,False
lucanidae,True,False,False
lucas,True,False,False
luce,True,False,False
lucifer,False,True,True
lucilia,True,False,False
lucknow,True,True,False
lucretius,True,True,False
lucullus,True,True,False
lucy,True,True,False
luda,True,False,False
luddite,False,True,False
lufengpithecus,True,True,False
lufkin,True,False,False
luftwaffe,False,True,False
lug,True,False,True
lugh,True,True,False
lugosi,True,False,False
luik,True,True,False
luke,True,False,False
lulli,True,False,False
lully,True,False,False
luluabourg,True,False,False
lumpenus,True,True,False
luna,True,False,False
lunaria,True,True,False
lund,True,True,False
lunda,True,False,False
lunt,True,True,False
luoyang,True,True,False
lupinus,True,True,False
lupus,True,True,True
lusaka,True,True,False
luscinia,True,True,False
lushun,True,False,False
lusitania,True,True,False
luta,True,False,False
luther,True,False,False
lutheranism,False,True,False
lutjanidae,True,True,False
lutjanus,True,True,False
lutra,True,True,False
lutrinae,True,False,False
lutyens,True,False,False
lutzen,True,False,False
luvaridae,True,True,False
luvarus,True,True,False
luxembourg,True,True,False
luxemburg,True,False,False
luxor,True,True,False
luzon,True,True,False
lyallpur,True,False,False
lycaena,True,True,False
lycaenidae,True,True,False
lycaeon,True,False,False
lycia,True,True,False
lycium,True,True,False
lycoperdaceae,True,False,False
lycoperdales,True,True,False
lycoperdon,True,True,False
lycopersicon,True,True,False
lycopersicum,True,False,False
lycophyta,True,False,False
lycopodiaceae,True,True,False
lycopodiales,True,False,False
lycopodiate,True,False,False
lycopodineae,True,False,False
lycopodium,True,True,False
lycopsida,True,False,False
lycopus,True,True,False
lycosa,True,True,False
lycosidae,True,False,False
lydia,True,True,False
lygaeidae,True,True,False
lyginopteridales,True,True,False
lyginopteris,True,True,False
lygodium,True,True,False
lygus,True,True,False
lyly,True,False,False
lymantria,True,True,False
lymantriidae,True,False,False
lynchburg,True,False,False
lyon,True,True,False
lyonia,True,False,False
lyonnais,True,True,False
lyra,True,True,False
lyrurus,True,True,False
lysander,True,True,False
lysenko,True,True,False
lysichiton,True,True,False
lysichitum,True,False,False
lysiloma,True,True,False
lysimachia,True,True,False
lysimachus,True,True,False
lysippos,True,False,False
lysippus,True,False,False
lysol,False,True,False
lythraceae,True,True,False
lythrum,True,True,False
lytton,True,False,False
lyubavichi,True,False,False
maalox,False,True,False
maarianhamina,True,False,False
macaca,True,False,False
macao,True,False,False
macau,True,True,False
macaulay,True,False,False
macbeth,True,True,False
macedon,True,False,False
macedonia,True,False,False
mach,True,False,False
machaeranthera,True,True,False
machiavelli,True,False,False
machilidae,True,True,False
mackem,False,True,False
mackenzie,True,False,False
macleaya,True,True,False
macleod,True,False,False
maclura,True,True,False
macon,True,False,True
macowanites,True,False,False
macrocephalon,True,False,False
macrocheira,True,False,False
macroclemys,True,False,False
macrodactylus,True,True,False
macronectes,True,False,False
macropodidae,True,True,False
macropus,True,True,False
macrorhamphosidae,True,False,False
macrothelypteris,True,True,False
macrotis,True,True,False
macrotyloma,True,True,False
macrouridae,True,True,False
macrozoarces,True,False,False
macruridae,True,False,False
madagascar,True,True,False
madeira,False,True,False
madeiras,True,False,False
madia,True,True,False
madison,True,False,False
madonna,True,True,False
madoqua,True,False,False
madras,True,False,True
madreporaria,True,False,False
madrid,True,True,False
maeandra,True,False,False
maeterlinck,True,False,False
mafa,False,True,False
maffia,False,True,True
mafia,False,True,True
magdalena,True,False,False
magellan,True,False,False
magenta,True,True,True
maghreb,True,True,False
magi,True,True,False
magicicada,True,False,False
maginot,True,False,False
magnificat,True,True,False
magnoliaceae,True,True,False
magnoliidae,True,False,False
magnoliophyta,True,False,False
magnoliopsida,True,True,False
magritte,True,False,False
magyarorszag,True,False,False
mahabharata,False,True,False
mahabharatam,True,False,False
mahabharatum,True,False,False
mahagauri,True,False,False
mahan,True,False,False
maharashtra,True,True,False
mahayana,False,True,False
mahdi,True,True,False
mahdism,False,True,False
mahgrib,True,False,False
mahler,True,False,False
mahomet,True,False,False
mahonia,True,True,False
mahound,True,True,False
maia,True,True,False
maianthemum,True,True,False
maidu,False,True,False
maiduguri,True,True,False
mailer,True,False,True
maillol,True,False,False
maimonides,True,True,False
maine,True,True,False
maintenon,True,True,False
maitland,True,False,False
maitreya,True,True,False
maja,True,False,False
majidae,True,True,False
major,True,False,True
majorana,True,False,False
majorca,True,False,False
makaira,True,True,False
makalu,True,True,False
makataimeshekiakiak,True,False,False
makedonija,True,False,False
maker,True,False,True
makin,True,False,False
malabo,True,True,False
malacanthidae,True,False,False
malacca,True,False,True
malachi,True,True,False
malachias,True,False,False
malaclemys,True,False,False
malaconotinae,True,False,False
malacopterygii,True,False,False
malacosoma,True,True,False
malacostraca,True,True,False
malacothamnus,True,True,False
malaga,True,False,False
malamud,True,True,False
malathion,False,True,True
malawi,True,True,False
malaxis,True,True,False
malaya,True,False,False
malayalam,False,True,False
malaysia,True,True,False
malcolmia,True,True,False
maldives,True,True,False
maldon,True,True,False
male,True,True,True
malebranche,True,False,False
malevich,True,True,False
mali,True,True,False
malinowski,True,True,False
mallarme,True,False,False
mallon,True,True,False
mallophaga,True,True,False
mallotus,True,False,False
malmo,True,False,False
malone,True,True,False
malopterurus,True,False,False
malory,True,False,False
malosma,True,True,False
malpighi,True,False,False
malpighia,True,True,False
malpighiaceae,True,True,False
malraux,True,False,False
malta,True,True,False
malthus,True,False,False
malthusianism,False,True,False
malus,True,True,False
malva,True,True,False
malvaceae,True,True,False
malvales,True,True,False
malvastrum,True,True,False
malvaviscus,True,True,False
mama,True,False,True
mamet,True,True,False
mami,True,False,False
mammalia,True,False,False
mammea,True,True,False
mammon,True,True,True
mammut,True,False,False
mammuthus,True,False,False
mammutidae,True,True,False
man,True,True,True
managua,True,True,False
manama,True,True,False
manannan,True,False,False
manawydan,True,True,False
manawyddan,True,False,False
manchester,True,True,False
manchuria,True,True,False
mandalay,True,True,False
mandela,True,False,False
mandelbrot,True,False,False
mandelshtam,True,False,False
mandelstam,True,True,False
mandevilla,True,True,False
mandragora,True,False,False
mandrillus,True,True,False
manduca,True,True,False
manes,True,True,False
manet,True,False,False
mangifera,True,True,False
manhattan,True,True,True
mani,True,False,False
manichaeism,False,True,False
manidae,True,True,False
manihot,True,True,False
manila,True,True,True
manilkara,True,True,False
manipur,True,True,False
maniraptora,True,True,False
manis,True,True,False
manitoba,True,True,False
mankato,True,False,False
mann,True,False,False
mannheim,True,True,False
mansart,True,False,False
mansfield,True,True,False
manson,True,True,False
mantegna,True,True,False
manteidae,True,False,False
mantell,True,True,False
manteodea,True,False,False
mantidae,True,True,False
mantinea,True,False,False
mantineia,True,True,False
mantispidae,True,True,False
mantle,True,False,True
mantophasmatodea,True,False,False
manzoni,True,False,False
mao,True,False,False
maoism,False,True,False
maputo,True,True,False
mara,True,False,True
maracaibo,True,True,False
maracay,True,True,False
marantaceae,True,True,False
marasmius,True,True,False
marat,True,False,False
marathon,True,True,True
marattia,True,True,False
marattiaceae,True,True,False
marattiales,True,False,False
marceau,True,False,False
march,False,True,True
marchantia,True,True,False
marchantiaceae,True,True,False
marchantiales,True,True,False
marche,True,True,False
marches,True,False,False
marciano,True,True,False
marcionism,False,True,False
marconi,True,False,False
marcuse,True,False,False
marduk,True,True,False
marengo,True,False,False
marginocephalia,True,True,False
marianas,True,False,False
mariehamn,True,True,False
marineland,True,False,False
marines,False,True,True
marini,True,True,False
marino,True,False,False
maritimes,True,False,False
mark,True,False,True
markoff,True,False,False
markov,True,True,False
markova,True,False,False
marks,True,False,False
marley,True,False,False
marlowe,True,False,False
marmara,True,False,False
marmora,True,False,False
marmota,True,False,False
maroc,True,False,False
marquand,True,False,False
marquette,True,False,False
marquis,True,False,True
marrakech,True,False,False
marrakesh,True,True,False
marrano,False,True,False
marrubium,True,True,False
marruecos,True,False,False
mars,True,True,False
marsala,False,True,False
marseillaise,True,False,False
marseille,True,True,True
marseilles,True,False,False
marsh,True,True,True
marshall,True,False,True
marsilea,True,True,False
marsileaceae,True,True,False
marston,True,False,False
marsupialia,True,False,False
martes,True,False,False
marti,True,False,False
martial,True,True,False
martin,True,False,True
martinique,True,True,False
martyniaceae,True,True,False
marvell,True,False,False
marx,True,False,False
marxism,False,True,False
mary,True,False,False
maryland,True,True,False
masa,False,True,False
masefield,True,False,False
maseru,True,True,False
mashhad,True,True,False
mashi,False,True,False
mashriq,True,True,False
masonite,False,True,False
masonry,False,True,True
masoud,True,True,False
masqat,True,False,False
mass,False,True,True
massachusetts,False,True,False
massasoit,True,True,False
massawa,True,True,False
massenet,True,False,False
massine,True,False,False
masters,True,False,False
masticophis,True,True,False
mastigomycota,True,False,False
mastigomycotina,True,True,False
mastigophora,True,False,False
mastigoproctus,True,True,False
mastotermes,True,True,False
mastotermitidae,True,True,False
matamoros,True,False,False
mathias,True,False,False
matisse,True,False,False
matoaka,True,False,False
matricaria,True,True,False
matterhorn,True,True,False
matteuccia,True,True,False
matthew,True,False,False
matthiola,True,True,False
mattole,False,True,False
maugham,True,True,False
maui,True,True,False
mauldin,True,False,False
maupassant,True,False,False
mauriac,True,False,False
mauritania,True,True,False
mauritanie,True,False,False
mauritius,True,True,False
maurois,True,True,False
mauser,False,True,False
mawlamyine,True,True,False
maxim,True,False,True
maximian,True,True,False
maxostoma,True,False,False
maxwell,True,False,True
may,False,True,True
mayaca,True,True,False
mayacaceae,True,False,False
mayakovski,True,False,False
mayday,False,True,True
mayenne,True,True,False
mayer,True,False,False
mayetiola,True,True,False
mayflower,True,True,True
mays,True,True,False
mazama,True,False,False
mazatlan,True,False,False
mazzini,True,False,False
mbabane,True,True,False
mbeya,True,True,False
mead,True,True,True
meade,True,False,False
meany,True,True,True
mecca,True,True,True
meccano,False,True,False
meconopsis,True,True,False
mecoptera,True,True,False
medan,True,True,False
medawar,True,False,False
medea,True,True,False
medellin,True,False,False
medford,True,False,False
medicago,True,True,False
medicaid,False,True,False
medina,True,True,True
medinilla,True,True,False
mediterranean,True,False,False
medusa,False,True,True
megachile,True,True,False
megachilidae,True,True,False
megachiroptera,True,False,False
megaderma,True,True,False
megadermatidae,True,True,False
megaera,True,True,False
megalobatrachus,True,False,False
megalonychidae,True,True,False
megaloptera,True,True,False
megalosauridae,True,True,False
megapodiidae,True,False,False
megapodius,True,False,False
megaptera,True,False,False
megatheriidae,True,True,False
megatherium,True,True,False
meir,True,True,False
meissner,True,True,False
meitner,True,False,False
mekong,True,True,False
melampodium,True,True,False
melampsora,True,True,False
melampsoraceae,True,True,False
melanchthon,True,False,False
melanerpes,True,True,False
melanesia,True,True,False
melanitta,True,False,False
melanogrammus,True,False,False
melanoplus,True,True,False
melanotis,True,True,False
melanthiaceae,True,True,False
melastoma,True,True,False
melastomaceae,True,False,False
melastomataceae,True,True,False
melba,True,False,False
melbourne,True,True,False
melchior,True,True,False
meleagrididae,True,False,False
meleagris,True,False,False
meles,True,False,False
melia,True,False,False
meliaceae,True,True,False
melicocca,True,False,False
melicoccus,True,True,False
melicytus,True,True,False
melinae,True,False,False
meliphagidae,True,False,False
melissa,True,True,False
melkite,False,True,False
mellivora,True,True,False
mellon,True,False,False
melocactus,True,True,False
melogale,True,False,False
meloidae,True,False,False
melolontha,True,True,False
melolonthidae,True,False,False
melophagus,True,True,False
melopsittacus,True,False,False
melospiza,True,True,False
melpomene,True,True,False
melursus,True,False,False
melville,True,False,False
membracidae,True,False,False
memel,True,False,False
memphis,True,False,False
menander,True,True,False
mencken,True,False,False
mendel,True,False,False
mendeleev,True,False,False
mendeleyev,True,False,False
mendelsohn,True,False,False
mendelssohn,True,False,False
menelaus,True,True,False
meniere,True,False,False
menippe,True,False,False
meniscium,True,False,False
menispermaceae,True,True,False
menispermum,True,True,False
menninger,True,False,False
menominee,False,True,False
menopon,True,True,False
menotti,True,True,False
menotyphla,True,False,False
mensa,True,False,False
mentha,True,True,False
menticirrhus,True,True,False
mentzelia,True,True,False
menuhin,True,True,False
menura,True,False,False
menurae,True,False,False
menuridae,True,False,False
menyanthaceae,True,True,False
menyanthes,True,True,False
menziesia,True,True,False
mephistopheles,True,True,False
mephitinae,True,False,False
mephitis,True,False,True
mercator,True,False,False
mercedario,True,True,False
mercenaria,True,True,False
mercer,True,False,True
merckx,True,True,False
mercouri,True,False,False
mercurialis,True,False,False
mercury,True,False,True
meredith,True,False,False
mergenthaler,True,True,False
merginae,True,False,False
mergus,True,True,False
merida,True,False,False
meridian,True,False,True
meriones,True,False,False
merlangus,True,False,False
merlin,True,True,True
merlot,False,True,False
merluccius,True,True,False
merman,True,True,True
merodach,True,False,False
meropidae,True,False,False
merops,True,False,False
merostomata,False,True,False
merrimac,True,False,False
merrimack,True,False,False
mertensia,True,True,False
merton,True,False,False
meryta,True,True,False
mesa,True,True,True
mesembryanthemum,True,True,False
meshed,True,False,False
mesmer,True,False,False
mesoamerica,True,True,False
mesocricetus,True,True,False
mesolithic,True,True,False
mesopotamia,True,True,False
mesozoic,True,True,False
mespilus,True,True,False
messiah,True,True,True
messidor,False,True,False
messina,True,True,False
mesua,True,True,False
metatheria,True,True,False
metazoa,True,False,False
metchnikoff,True,False,False
metchnikov,True,False,False
methodism,False,True,False
methuselah,False,True,False
metroxylon,True,True,False
metternich,True,False,False
meuse,True,True,False
mexicali,True,True,False
mexico,True,True,False
meyerbeer,True,False,False
meyerhof,True,False,False
miami,False,True,False
micah,True,True,False
micawber,True,False,False
michaelmas,False,True,False
micheas,True,False,False
michelangelo,True,True,False
michelson,True,False,False
michener,True,False,False
michigan,False,True,False
michigander,False,True,False
mick,False,True,False
mickey,False,True,False
microcentrum,True,True,False
microchiroptera,True,False,False
micrococcaceae,True,True,False
micrococcus,True,True,False
microdesmidae,True,True,False
microdipodops,True,False,False
microgramma,True,False,False
microhylidae,True,True,False
micromeria,True,True,False
micromys,True,False,False
micronesia,True,True,False
micropogonias,True,True,False
micropterus,True,True,False
microscopium,True,True,False
microsorium,True,False,False
microsporidia,True,False,False
microsporum,True,True,False
microstomus,True,True,False
microstrobos,True,False,False
microtus,True,True,False
micruroides,True,True,False
micrurus,True,True,False
midas,True,True,False
middleton,True,False,False
mideast,True,False,False
midgard,False,True,False
midi,True,False,False
midland,True,False,True
midrash,False,True,False
midway,True,False,True
midwest,True,False,False
mikania,True,True,False
milan,True,True,False
milano,True,False,False
milhaud,True,False,False
milk,True,True,True
mill,True,False,True
millais,True,False,False
millay,True,False,False
miller,True,True,True
millet,True,True,True
millikan,True,False,False
mills,True,False,False
milne,True,False,False
miltiades,True,True,False
milton,True,False,False
miltonia,True,True,False
milvus,True,True,False
milwaukee,True,True,False
mimidae,True,False,False
mimosaceae,True,False,False
mimosoideae,True,True,False
mimus,True,True,False
mindanao,True,True,False
minden,True,True,False
mindoro,True,True,False
minerva,True,True,False
minkowski,True,True,False
minneapolis,True,True,False
minnesota,True,True,False
minnesotan,False,True,False
minnewit,True,False,False
minos,True,True,False
minotaur,False,True,False
minsk,True,True,False
minuartia,True,True,False
minuit,True,False,False
miocene,True,True,False
mirabeau,True,False,False
mirabilis,True,False,False
miri,False,True,False
miridae,True,True,False
miro,True,False,True
mirounga,True,False,False
mishna,True,False,False
mishnah,True,True,False
miss,False,True,True
mississippi,True,True,False
missoula,True,False,False
missouri,False,True,False
mitchell,True,False,False
mitchella,True,True,False
mitchum,True,True,False
mitella,True,True,False
mitford,True,False,False
mithra,True,True,False
mithraism,False,True,False
mithras,True,False,False
mithridates,True,False,False
mitra,True,True,False
mitterrand,True,False,False
miwok,False,True,False
mnemosyne,True,True,False
mniaceae,True,True,False
mnium,True,True,False
mobile,True,False,True
mobius,True,False,False
mobula,True,True,False
mobulidae,True,True,False
mocambique,True,False,False
modigliani,True,False,False
moehringia,True,True,False
mogadiscio,True,False,False
mogadishu,True,True,False
mohammad,True,False,False
mohammed,True,False,False
mohammedan,False,True,False
moho,True,False,False
mohorovicic,True,False,False
mohria,True,False,False
moirai,False,True,False
moldavia,True,True,False
moldova,True,True,False
molech,True,False,False
molidae,True,True,False
moliere,True,False,False
moline,True,False,False
molise,True,True,False
mollienesia,True,False,False
molluga,True,False,False
mollusca,True,True,False
molnar,True,False,False
moloch,False,True,True
molokai,True,True,False
molossidae,True,False,False
molothrus,True,False,False
molotov,True,False,False
moluccas,True,False,False
molucella,True,False,False
molva,True,True,False
mombasa,True,True,False
